0,0
90,90
154,154
314,314
351,351
356,356
366,366
366,354
435,423
512,500
1044,1032
1076,1064
1076,544
1076,527
1608,1059
1898,1349
1915,1366
1941,1392
1941,1001
1949,1009
2481,1541
2484,1544
2484,1540
2590,1646
2788,1844
2788,1631
2788,1567
2788,1566
2788,1555
2819,1586
2819,1497
2819,1494
2840,1515
2860,1535
2872,1547
2892,1567
2912,1587
2932,1607
2944,1619
2964,1639
2984,1659
3004,1679
3012,1687
3032,1707
3052,1727
3072,1747
3084,1759
3104,1779
3124,1799
3148,1823
3160,1835
3180,1855
3200,1875
3220,1895
3232,1907
3240,1915
3260,1935
3276,1951
3288,1963
5336,4011
5356,4031
5380,4055
5392,4067
5416,4091
5436,4111
5448,4123
5468,4143
5484,4159
5496,4171
5520,4195
5544,4219
5560,4235
5584,4259
5608,4283
5620,4295
5640,4315
5660,4335
5672,4347
5696,4371
5716,4391
5728,4403
5752,4427
5772,4447
5784,4459
5804,4479
5824,4499
5836,4511
5856,4531
5876,4551
5888,4563
5908,4583
5928,4603
5936,4611
5956,4631
5976,4651
5988,4663
6008,4683
6032,4707
6044,4719
6064,4739
6084,4759
6092,4767
6116,4791
6136,4811
6148,4823
6168,4843
6188,4863
6200,4875
6220,4895
6240,4915
6252,4927
6276,4951
6300,4975
6308,4983
6344,5019
6384,5059
6408,5083
6436,5111
6464,5139
6476,5151
6492,5167
6512,5187
6524,5199
6548,5223
6572,5247
6588,5263
6624,5299
6664,5339
6692,5367
6736,5411
6776,5451
6792,5467
6812,5487
6832,5507
6844,5519
6864,5539
6880,5555
6892,5567
6916,5591
6936,5611
6948,5623
6968,5643
6992,5667
7004,5679
7024,5699
7044,5719
7056,5731
7080,5755
7100,5775
7108,5783
7128,5803
7148,5823
7160,5835
7180,5855
7200,5875
7212,5887
7232,5907
7256,5931
7268,5943
7292,5967
7312,5987
7324,5999
7344,6019
7364,6039
7376,6051
7396,6071
7416,6091
7428,6103
7452,6127
7476,6151
7488,6163
7508,6183
7528,6203
7540,6215
7560,6235
7580,6255
7592,6267
7612,6287
7632,6307
7644,6319
7656,6331
7680,6355
7692,6367
7704,6379
7724,6399
7736,6411
7748,6423
7768,6443
7776,6451
7788,6463
7812,6487
7824,6499
7836,6511
7856,6531
7868,6543
7880,6555
7896,6571
7908,6583
7920,6595
9968,8643
9980,8655
9992,8667
10004,8679
12056,10731
12068,10743
12080,10755
12092,10767
12104,10779
12120,10795
12140,10815
12160,10835
12172,10847
12184,10859
12196,10871
12208,10883
12220,10895
12232,10907
12240,10915
12252,10927
12264,10939
12276,10951
12288,10963
12300,10975
12312,10987
12324,10999
12336,11011
12348,11023
12360,11035
12368,11043
12380,11055
12392,11067
12404,11079
12420,11095
12432,11107
12440,11115
12452,11127
12464,11139
12476,11151
12488,11163
12500,11175
12512,11187
12524,11199
12536,11211
12548,11223
12560,11235
12572,11247
12584,11259
12596,11271
12608,11283
12620,11295
12628,11303
12640,11315
12652,11327
14700,13375
14712,13387
14724,13399
14736,13411
14752,13427
14764,13439
14776,13451
14788,13463
14800,13475
14812,13487
14824,13499
14836,13511
14844,13519
14856,13531
14868,13543
14880,13555
14892,13567
14904,13579
14916,13591
14928,13603
14940,13615
14948,13623
14960,13635
14972,13647
14984,13659
14992,13667
15004,13679
15016,13691
15028,13703
15036,13711
15048,13723
15060,13735
15068,13743
15080,13755
15092,13767
15104,13779
15116,13791
15128,13803
15140,13815
15152,13827
15164,13839
15176,13851
17224,15899
17236,15911
17248,15923
17260,15935
17272,15947
17284,15959
17296,15971
17308,15983
19356,18031
19368,18043
19380,18055
19392,18067
19404,18079
19416,18091
19424,18099
19432,18107
21480,20155
23528,22203
25576,24251
27624,26299
29672,28347
31720,30395
33768,32443
35816,34491
35816,34490
35816,34489
35816,34488
35817,34489
35818,34490
35819,34491
37867,36539
39915,38587
41963,40635
44011,42683
46059,44731
48107,46779
50155,48827
52203,50875
54251,52923
56299,54971
58347,57019
60395,59067
62443,61115
64491,63163
66539,65211
68587,67259
70635,69307
72683,71355
74731,73403
76779,75451
78827,77499
80875,79547
82923,81595
84971,83643
87019,85691
89067,87739
91115,89787
93163,91835
95211,93883
97259,95931
99307,97979
101355,100027
103403,102075
105451,104123
107499,106171
109547,108219
111595,110267
113643,112315
115691,114363
117739,116411
119787,118459
121835,120507
123883,122555
125931,124603
127979,126651
130027,128699
132075,130747
134123,132795
136171,134843
138219,136891
140267,138939
142315,140987
144363,143035
146411,145083
148459,147131
150507,149179
152555,151227
154603,153275
156651,155323
158699,157371
160747,159419
162795,161467
164843,163515
166891,165563
168939,167611
170987,169659
173035,171707
175083,173755
177131,175803
179179,177851
181227,179899
183275,181947
185323,183995
187371,186043
189419,188091
191467,190139
193515,192187
195563,194235
197611,196283
199659,198331
201707,200379
203755,202427
205803,204475
207851,206523
209899,208571
211947,210619
213995,212667
216043,214715
218091,216763
220139,218811
222187,220859
222187,220858
222187,220857
222187,220856
224235,222904
224236,222905
224237,222906
224238,222907
226286,224955
228334,227003
230382,229051
232430,231099
234478,233147
236526,235195
238574,237243
240622,239291
242670,241339
244718,243387
246766,245435
248814,247483
250862,249531
252910,251579
254958,253627
257006,255675
259054,257723
261102,259771
263150,261819
265198,263867
267246,265915
269294,267963
271342,270011
273390,272059
275438,274107
277486,276155
279534,278203
281582,280251
283630,282299
285678,284347
287726,286395
289774,288443
291822,290491
293870,292539
295918,294587
297966,296635
300014,298683
302062,300731
304110,302779
306158,304827
308206,306875
310254,308923
312302,310971
314350,313019
316398,315067
318446,317115
320494,319163
322542,321211
324590,323259
326638,325307
328686,327355
330734,329403
332782,331451
334830,333499
336878,335547
338926,337595
340974,339643
343022,341691
345070,343739
347118,345787
349166,347835
351214,349883
353262,351931
355310,353979
357358,356027
359406,358075
361454,360123
361454,258587
361454,258374
361484,258404
361504,258424
361534,258454
361534,156925
361534,156697
361586,156749
361625,156788
361626,156789
363674,158837
363674,58325
363674,58044
363816,58186
365864,60234
367912,62282
369960,64330
372008,66378
372008,66377
372009,66378
374057,68426
376105,70474
378153,72522
380201,74570
382249,76618
384297,78666
386345,80714
388393,82762
390441,84810
392489,86858
394537,88906
396585,90954
398633,93002
400681,95050
402729,97098
404777,99146
406825,101194
406825,974
406825,528
